line_1,line_2,line_3,source
standing stock-still :,the deer,& me,tempslibre
afternoon tea,empty garden pots,fill with snow,tempslibre
scattering,wild aster seeds—,autumn rain,tempslibre
cold rain,i move my coffee,closer,tempslibre
california poppies--,the faint scent,of asphalt,tempslibre
no word,from an ill friend—,leaves falling,tempslibre
thunder moon—,long-awaited rainstorm rips ,through the arroyo ,tempslibre
thunderstorm—,clap of skateboards,in the park,tempslibre
zazen my fuzzy shadow on the wall,,,tempslibre
neighbor’s clematis,on my side of the fence,free love,tempslibre
the roshi’s ,incense-smoked robe,weight of winter ,tempslibre
leaving the dust,of the world behind—,summer tea,tempslibre
ghost pines,under a crescent moon,summer drought,tempslibre
typos,in her apology,spring weeds,tempslibre
sparks when ,i take off my robe,winter drought,tempslibre
in the soup line,each man turned,toward the sun,tempslibre
candles flicker,through my eyelids,zazen,tempslibre
sunset the ritual of counting out my pills,,,tempslibre
those shells,we collected for her—,high tide,tempslibre
deep wrinkles,in the face of an elder—,becoming dusk,tempslibre
after a lobotomy—,the pumpkin’s ,toothless grin,tempslibre
late summer,morning glories,hold the sky,tempslibre
nearly rain,something quiet outside,quiet inside ,tempslibre
slow steady rain,the muscles in my back,unknot,tempslibre
evening breeze,my neighbor’s bbq,drifts this way,tempslibre
high winds,a zillion elm seeds,looking for love,tempslibre
memorial day,another mattress sale,at the strip mall,tempslibre
released again,as the puddles dry—,apricot petals,tempslibre
garden ghost ,the blooming apple tree,on a starless night,tempslibre
another birthday—,watching the long ash ,on the incense,tempslibre
amber alert ,the wind trails off,to a whisper ,tempslibre
winter wind,lily petals fall,around the vase,tempslibre
steam rising,through a band of light,winter tea ,tempslibre
intermittent rain—,looking through a box,of old letters,tempslibre
after harsh words,we pull our chairs,into the sun,tempslibre
family dispute,lily dust peppers,the table,tempslibre
she bows lower,than all the others—,temple bell,tempslibre
a night off ,the hooker plays with herself,in her sleep,tempslibre
rain shimmer,on fallen leaves—,leftover love,tempslibre
all one can see,in her shaky handwriting—,dark rain,tempslibre
on each pass by,she rearranges the cut flowers,frost warning ,tempslibre
late love,through dusty windows,a mellow light,tempslibre
fifty years,of letters & journals—,flash flood,tempslibre
summer night,somewhere a saxophone,on born to run ,tempslibre
vacant lot overgrown,with queen anne’s lace,and car parts,tempslibre
garden stones,pearled by wind and rain,indian summer,tempslibre
mountain thunder,the birds change,their tune,tempslibre
autumn chill—,replacing the battery,in my mouse,tempslibre
after the rainstorm,last drops from the roof,heighten the silence,tempslibre
at the top of the fence,morning glories,climbing air,tempslibre
thunderstorm,so longing,for you ,tempslibre
summer night love,whatever the neighbors,are cooking,tempslibre
storm watch—,scars i’ve learned,to love,tempslibre
headlights,in the dust storm,old friends,tempslibre
winter night,without the heat,of his company,tempslibre
all the typos,in her apology—,spring winds,tempslibre
as the world burns zazen,,,tempslibre
leaving home,a curve carved off,the moon ,tempslibre
beneath dry leaves something to believe in,,,tempslibre
day settles down,to this world of dust,evening zazen,tempslibre
seeing where,that argument is headed—,spring dust storm ,tempslibre
a long winter—,bevel on the mirror,throws a rainbow,tempslibre
a dog’s bark,wavers in the wind,evening shadows,tempslibre
another year—,those crossed out names,in my address book,tempslibre
my neighbor’s,apricot tree is blooming,secondhand love,tempslibre
overcast,the first blooms,of apricot,tempslibre
homesick—,sundown just behind,the fence,tempslibre
spitting seeds,into a blue sky—,the old elm,tempslibre
forgetting to ask,for the seniors' rate-,falling leaves,tempslibre
just over the fence,a constellation of stars,and trucks,tempslibre
wildflowers,along my neighbor's wall,soften her voice,tempslibre
unexpected guest-,a thought came out,of nowhere,tempslibre
winter breath,a poem,on the car window,tempslibre
midnight--,loading thoughts ,onto a passing freight train,tempslibre
empty shells--,the ocean,in my coat pocket ,tempslibre
wild winter night-,a flute plays along,with the rain ,tempslibre
long exhale -,a steady rain,on the tin roof,tempslibre
summer heat--,the peppered scent,of nasturtiums,tempslibre
after rain--,amplified crickets,in the night,tempslibre
freight train --,those little stars,so far away,tempslibre
queue to vote---,scent of sausages,in the cold grey sky ,tempslibre
friday afternoon--,just the bees,in lavender,tempslibre
spring graffiti --,blossom all over,the warehouse wall,tempslibre
lemon tea,and lavender oil,the rain on repeat,tempslibre
open window--,lemon scented tea tree,in the rain,tempslibre
surfing waves,a tiny lizard ,on corrugated iron,tempslibre
my own pace --,tiny flower blooms,from a crack in concrete,tempslibre
fading light--,the last sunflowers,half price,tempslibre
in the skeleton,of an old house,a new spider's web,tempslibre
industrial skyline--,where the rain,makes rust,tempslibre
sharing stories--,in dad's old eyes,always the sea ,tempslibre
after midnight--,crickets,and a city train,tempslibre
stars in the river--,two boys,night fishing,tempslibre
sun on a dragonfly's wings--,when all else,vanishes,tempslibre
cloud cover--,just knowing,the moon is still there,tempslibre
mandarin--,a few segments,of sun,tempslibre
whale sighting--,all the smart phones,lined up on the deck,tempslibre
freight train night--,the restless,dreams ,tempslibre
cold night--,not one silver track,on the footpath,tempslibre
lullabies,of suburban,night trains,tempslibre
steady drizzle--,a rainbow fades,into the grey,tempslibre
above the oil refinery,moon sails,seaward,tempslibre
dark early--,sepia roses,under street lights,tempslibre
night rain--,never too old,for a lullaby,tempslibre
rainy afternoon--,hot pikelets,with butter and honey,tempslibre
rearview mirror--,pelicans with sunrise,on their wings,tempslibre
city peak hour -,happily lost,in sunset sky art,tempslibre
industrial decay--,the dripping rust,in heavy rain,tempslibre
night rain--,we jump in neon puddles,and breathe rosemary,tempslibre
freight train--,the night runs out,of breath,tempslibre
nighttime whoosh --,a city train,fades ,tempslibre
car park puddle--,i walk through,the sky,tempslibre
around the campfire,we wait,for the milky way,tempslibre
graffiti night--,all these stars,sprayed everywhere,tempslibre
city bound train--,a book and a suitcase,full of stars,tempslibre
autumn chill--,one little cricket,sings to the moon,tempslibre
cooler mornings--,the honey slows down,from the spoon,tempslibre
wild beaches,in winter time--,take me there,tempslibre
home alone--,sound of my fork,on the pasta bowl,tempslibre
alongside the train tracks--,secrets of orchids,under moonlight,tempslibre
stormy weather --,a clarinet,blues afternoon,tempslibre
trains approaching--,someone on a platform,reading to the moon,tempslibre
sipping her coffee slowly,she warms her hands ,on old memories,tempslibre
train whistle ,in the distance,another sleepless night,tempslibre
smell of rain,young deer run,across the field,tempslibre
white clouds,glide safely,over mine fields,tempslibre
winter solstice --,the Persian cat's half-,closed eyes,tempslibre
among new lilies she waters the stone Buddha ,,,tempslibre
all I need are mountains,and a hedgehog -,autumn deepens,tempslibre
this winter's day the garbage cans evanesce,,,tempslibre
full moon,another baby cries,without batteries,tempslibre
autumn rain..,the last time to write,dear john again ,tempslibre
To the Finland Station --,they rush,to strike a deal for iPhones,tempslibre
cat's paws crawling,across a lake's surface,morning silence,tempslibre
Croton hedges ,with their faux fall foliage,South Florida in autumn,tempslibre
blood on barbed wire,a pale moon,reveals the crime,tempslibre
They share ,a bruised apple,moonlit feast for two,tempslibre
Harvest moon --,too much light,for field mice,tempslibre
summer rains gone,the river,finds its own channel,tempslibre
his name ,on the black granite wall,"and we must ask, why ?",tempslibre
hellebore bloom that spring morning as tanks rumble ,,,tempslibre
rumble of thunder,rouses dawn,late summer in Miami,tempslibre
ash covers his school desk,all the remains,"8:17 am -- Hiroshima, local time",tempslibre
brush in hand,he carefully...,"8:16, local time, Hiroshima",tempslibre
in a pile of rubble,faint peeps are heard,"rats, of course",tempslibre
ebb tide's retreat,and I grow older,recessionals ,tempslibre
tang of salt spray,at a fishing pier,late summer,tempslibre
lighting the way,with a jar of fireflies,childhood's last summer ,tempslibre
in the evening coolness,of a verandah,her eyes reflect stars,tempslibre
after a long night,the singing of birds,at dawn,tempslibre
Gazing at the moon,on a still summer's evening,feast for mosquitoes,tempslibre
Clouds gather,in a darkening sky,a walk interrupted ,tempslibre
a careful sip,more of chickpea than coffee,his breakfast brew,tempslibre
croaking of frogs,just after dawn,summer memories,tempslibre
silk from a web,entangled in my hair,a homeless spider ,tempslibre
Before dawn,By the small pond,The sound of crickets,tempslibre
chamomile petals,swimming in rainwater,for her blonde highlights,tempslibre
Splat !,a windshield and a bug,find each other,tempslibre
polished granite,reflects my face off,my father's grave,tempslibre
cold rain,sharp as nails,late afternoon,tempslibre
El Hueso's dry bones,still wrapped in a uniform ,that he so disgraced.  ,tempslibre
"old, brittle, dry bones",found inside a uniform ,a past imperfect ,tempslibre
childhood's summer gift,that first dandelion,dancing on the wind,tempslibre
My tea gets colder,and the madeleine just sinks,memory betrays,tempslibre
a cooing is heard,from a small puff of feathers,another dawn,tempslibre
small green waves crashing,against a porcelain rim,morning tea tempest,tempslibre
in an old snapshot,his Irish smile still flashes,"her slight, shy smile, too ",tempslibre
faces from the past,their memories in old photos,effaced by the flood,tempslibre
red poppies growing,between rows of white tombstones,as in remembrance,tempslibre
under a full moon,a homeless man gathers cans,urban harvest ,tempslibre
deep into the night,a dog's sharp bark,becomes gunfire,tempslibre
butterfly wings,so loud their flapping,in a temple's silence,tempslibre
sharp smell ,after a noon downpour,electric summer,tempslibre
rows of white markers,all at attention,Memorial Day,tempslibre
late morning breakfast,left uneaten,too much of spring,tempslibre
Just a small basket,filled with hidden treasures,she carries proudly,tempslibre
a yellowed clipping,falls out from her Bible,Emmett Till's obit,tempslibre
In front of bronze doors,they huddle against the cold,the newly homeless,tempslibre
early morning dew,on a bronze temple bell,just before ringing,tempslibre
clear lake enclosed,entirely within ,a bowl of miso,tempslibre
breakfast still rumbles,but no other guns are heard,Armistice morning.,tempslibre
he winds up his watch,so carefully that morning ,that will end the war,tempslibre
"The bugler plays ""Tap""",her face so serious,"her parents, so proud",tempslibre
